composition,Eg (eV),Classified,Compound,Number of Elements,Elements+Coeff,At no_sum,At no_wt_avg,At no_maximum,At no_minimum,At wt_sum,At wt_wt_avg,At wt_maximum,At wt_minimum,At Rad_sum,At Rad_wt_avg,At Rad_maximum,At Rad_minimum,Cov Rad_sum,Cov Rad_wt_avg,Cov Rad_maximum,Cov Rad_minimum,Ion Rad_sum,Ion Rad_wt_avg,Ion Rad_maximum,Ion Rad_minimum,No of val e-_sum,No of val e-_wt_avg,No of val e-_maximum,No of val e-_minimum,s e-_sum,s e-_wt_avg,s e-_maximum,s e-_minimum,p e-_sum,p e-_wt_avg,p e-_maximum,p e-_minimum,d e-_sum,d e-_wt_avg,d e-_maximum,d e-_minimum,outer shell e-_sum,outer shell e-_wt_avg,outer shell e-_maximum,outer shell e-_minimum,first IE_sum,first IE_wt_avg,first IE_maximum,first IE_minimum,polarizability_sum,polarizability_wt_avg,polarizability_maximum,polarizability_minimum,MP_sum,MP_wt_avg,MP_maximum,MP_minimum,BP_sum,BP_wt_avg,BP_maximum,BP_minimum,density_sum,density_wt_avg,density_maximum,density_minimum,specific heat_sum,specific heat_wt_avg,specific heat_maximum,specific heat_minimum,heat fusion_sum,heat fusion_wt_avg,heat fusion_maximum,heat fusion_minimum,heat vap_sum,heat vap_wt_avg,heat vap_maximum,heat vap_minimum,ther cond_sum,ther cond_wt_avg,ther cond_maximum,ther cond_minimum
Rb2Cd3Se4,2.37,1,Rb2Cd3Se4,3,"[['Rb', '2'], ['Cd', '3'], ['Se', '4']]",0.36038961,0.468655552,0.494252874,0.611111111,0.401800151,0.504134006,0.44714787,0.766280424,0.434399118,0.505108296,0.843601896,0.429577465,0.45183175,0.583830351,0.849056604,0.64028777,0.426584235,0.395289929,0.654822335,0.299401198,0.35,0.440613027,0.833333333,0,0.444444444,0.685835996,0.6,0.7,0.5,0.642433727,0.586206897,0.666666667,0.380952381,0.464646465,0.625,0.5,0.212121212,0.232323232,0.294117647,0,0.285945113,0.350101659,0.295142857,0.038412832,0.374228077,0.297339165,0.786053883,0.191328286,0.158277268,0.151371016,0.139666394,0.127346939,0.152956764,0.184600787,0.105878847,0.197117275,0.265634805,0.396322056,0.362090794,0.179106325,0.031511151,0.014410692,0.011561104,0.170931423,0.073510007,0.071728834,0.052414718,0.039574126,0.090529099,0.090042347,0.111325546,0.044085929,0.159080328,0.157272607,0.22316711,0.003407536
SmSe,0.46,1,SmSe,2,"[['Sm', 1], ['Se', 1]]",0.285714286,0.585258848,0.655172414,0.611111111,0.346083269,0.612163894,0.614163761,0.766280424,0.227122381,0.564773192,0.71563981,0.429577465,0.226594301,0.636182903,0.710691824,0.64028777,0.19072643,0.309817211,0.372588832,0.299401198,0.35,0.603448276,0.833333333,0.4,0.288888889,0.808306709,0.8,0.7,0.382352941,0.755868545,0.793103448,0.666666667,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.294117647,0.2,0.102224242,0.293344681,0.295142857,0.235401717,0.199258954,0.338162931,0.458531432,0.191328286,0.210062089,0.296009477,0.333952463,0.2,0.157322579,0.293905613,0.294153138,0.197117275,0.217573327,0.461742259,0.316603364,0.524462335,0.010326289,0.01081333,0.008511242,0.136131013,0.07474319,0.104122157,0.075316213,0.104057855,0.092522438,0.151770311,0.206449975,0.044085929,0.013864506,0.023477011,0.030121812,0.003407536
InAs,0.36,1,InAs,2,"[['In', 1], ['As', 1]]",0.24025974,0.491079263,0.505747126,0.592592593,0.299674332,0.519626631,0.457741225,0.748783938,0.148842337,0.390682468,0.327014218,0.507042254,0.149253731,0.466202783,0.358490566,0.633093525,0.177743431,0.286095708,0.289340102,0.347305389,0.3,0.517241379,0.666666667,0.4,0.244444444,0.698083067,0.6,0.7,0.323529412,0.638070849,0.620689655,0.625,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.235294118,0.4,0.107627054,0.304383148,0.300952381,0.256929788,0.069575957,0.131492619,0.11780243,0.217136958,0.044280835,0.060963569,0.097117166,0,0.169597478,0.313923048,0.342675567,0.18177021,0.236221787,0.500542241,0.305028034,0.669628929,0.012668334,0.012710208,0.009007731,0.174002047,0.180118632,0.240701571,0.259486393,0.061269586,0.121161425,0.195437858,0.269768918,0.055215253,0.135886992,0.230099824,0.190605253,0.333293775
In0.8As0.8Ga0.2P0.2,0.85,1,In0.8As0.8Ga0.2P0.2,4,"[['In', '0.8'], ['As', '0.8'], ['Ga', '0.2'], ['P', '0.2']]",0.38961039,0.442644048,0.505747126,0.259259259,0.417743592,0.477990985,0.457741225,0.558379158,0.406835722,0.373028198,0.327014218,0.394366197,0.459972863,0.447117296,0.358490566,0.54676259,0.332302937,0.264633395,0.289340102,0.22754491,0.7,0.517241379,0.666666667,0.4,0.555555556,0.65399361,0.6,0.5,0.539215686,0.590951771,0.620689655,0.375,0.380952381,0.453030303,0.625,0,0.424242424,0.272727273,0.235294118,0.4,0.509177207,0.313172657,0.362571429,0.256929788,0.150473446,0.126440678,0.11780243,0.17928424,0.117431141,0.067331709,0.097117166,0,0.347150104,0.305217527,0.342675567,0.112004137,0.38273728,0.458989984,0.305028034,0.213993135,0.073348592,0.017702446,0.040286545,0.174002047,0.218655584,0.201158274,0.259486393,0.008437123,0.257644098,0.197156027,0.309294058,0.020619446,0.165997132,0.194256835,0.190605253,0.00151409
BaS,3.9,1,BaS,2,"[['Ba', 1], ['S', 1]]",0.207792208,0.423808131,0.586206897,0.277777778,0.275817489,0.472057195,0.556804724,0.563111299,0.226019846,0.56232121,0.786729858,0.316901408,0.229308005,0.642147117,0.817610063,0.532374101,0.230293663,0.382111316,0.568527919,0.221556886,0.3,0.517241379,0.833333333,0.2,0.244444444,0.698083067,0.8,0.5,0.323529412,0.638070849,0.793103448,0.416666667,0.19047619,0.348484848,0.625,0,0.181818182,0.272727273,0.294117647,0.2,0.106915095,0.302928547,0.351028571,0.178978472,0.262659531,0.43920175,0.638140518,0.136269787,0.157144947,0.220983155,0.24418725,0.158514286,0.145049198,0.273890654,0.302549154,0.146624171,0.094974864,0.206663925,0.138180503,0.229095144,0.03124501,0.0277559,0.035747216,0.145342886,0.049031335,0.07079646,0.070525105,0.030333467,0.066486995,0.112072541,0.162011173,0.016133207,0.018689585,0.031647402,0.041751046,0.001307411
Li4Cs3B7O14,6.53,1,Li4Cs3B7O14,4,"[['Li', '4'], ['Cs', '3'], ['B', '7'], ['O', '14']]",0.204545455,0.095140601,0.574712644,0.037037037,0.272609267,0.197288379,0.537345121,0.454256771,0.512679162,0.226574815,1,0.042253521,0.504748982,0.276412951,1,0.251798561,0.591962906,0.486598891,0.730964467,0.137724551,0.25,0.172413793,0.333333333,0,0.333333333,0.213886353,0.7,0.2,0.274509804,0.159868301,0.793103448,0,0.19047619,0.074675325,0.625,0,0.272727273,0.272727273,0.294117647,0,0.487616451,0.530329072,0.650380952,0,0.579456566,0.220979458,1,0.019270475,0.378111524,0.235538904,0.619726617,0.022187755,0.382459295,0.261745215,0.63129315,0.014673896,0.082217175,0.058381677,0.087086272,0.000145299,0.289455475,0.096554685,0.238953117,0.18321392,0.330073621,0.205018301,0.472978153,0,0.35715339,0.238317873,0.627983748,0.005107411,0.152392758,0.079294783,0.197582794,0.000117874
Rb2Cd3S4,2.92,1,Rb2Cd3S4,3,"[['Rb', '2'], ['Cd', '3'], ['S', '4']]",0.301948052,0.361021741,0.494252874,0.277777778,0.346815862,0.40667968,0.44714787,0.563111299,0.416758545,0.470235663,0.843601896,0.316901408,0.431478969,0.54406892,0.849056604,0.532374101,0.406491499,0.362657174,0.654822335,0.221556886,0.35,0.440613027,0.833333333,0,0.4,0.587859425,0.6,0.5,0.441176471,0.537724664,0.586206897,0.416666667,0.285714286,0.30976431,0.625,0,0.212121212,0.232323232,0.294117647,0,0.300759928,0.377006633,0.351028571,0.038412832,0.367641005,0.288008019,0.786053883,0.136269787,0.146288817,0.136262291,0.139666394,0.127346939,0.137760185,0.162572345,0.105878847,0.146624171,0.217819699,0.307891745,0.362090794,0.179106325,0.051950817,0.029125868,0.035747216,0.170931423,0.050881109,0.045657892,0.052414718,0.030333467,0.082291322,0.078877349,0.111325546,0.016133207,0.158755909,0.156784302,0.22316711,0.001307411
GaTe,1.78,1,GaTe,2,"[['Ga', 1], ['Te', 1]]",0.243506494,0.497806376,0.540229885,0.555555556,0.308566054,0.537356311,0.513995596,0.72626095,0.136714443,0.363710666,0.232227488,0.570422535,0.147896879,0.463220676,0.333333333,0.654676259,0.210200927,0.345399466,0.375634518,0.371257485,0.35,0.603448276,0.833333333,0.4,0.244444444,0.698083067,0.6,0.7,0.333333333,0.657703799,0.724137931,0.541666667,0.285714286,0.522727273,0.625,0.5,0.212121212,0.318181818,0.294117647,0.4,0.128304173,0.346628496,0.359428571,0.285774588,0.066488267,0.126571897,0.088748019,0.285960083,0.074941969,0.104435155,0.085998696,0.123644898,0.136846907,0.260514674,0.326319692,0.091872153,0.190036526,0.404449197,0.242765419,0.545534905,0.013253846,0.013184428,0.012057593,0.141248721,0.131531243,0.177726394,0.161556152,0.108276416,0.144898426,0.231631059,0.309294058,0.082046415,0.032897048,0.055705147,0.067335363,0.01994185
CdSc,1.71,1,CdSc,2,"[['Cd', 1], ['Sc', 1]]",0.198051948,0.403626791,0.494252874,0.37037037,0.261716623,0.443940724,0.44714787,0.618957074,0.231532525,0.57458112,0.45971564,0.838028169,0.221166893,0.624254473,0.534591195,0.81294964,0.229520866,0.380699322,0.375634518,0.446107784,0.15,0.25862069,0.333333333,0.2,0.244444444,0.698083067,0.6,0.7,0.284313725,0.559539052,0.586206897,0.5,0.2,0.365909091,0.625,0.05,0.060606061,0.090909091,0.058823529,0.2,0.105960766,0.300978761,0.225428571,0.359223301,0.143680527,0.24958994,0.263074485,0.363386098,0.27740689,0.391491442,0.454682795,0.242555102,0.221164711,0.398016912,0.462618648,0.214356443,0.208438614,0.442736577,0.362090794,0.350262422,0.025230212,0.022884373,0.025959288,0.170931423,0.124810398,0.16901536,0.146320429,0.118320611,0.202908647,0.320082652,0.38801422,0.17190924,0.115289003,0.195220888,0.22316711,0.106613659
CdSnP2,1.4,1,CdSnP2,3,"[['Cd', 1], ['Sn', 1], ['P', '2']]",0.340909091,0.369991226,0.517241379,0.259259259,0.384512429,0.418614468,0.474870158,0.558379158,0.296582139,0.34409481,0.3507109,0.394366197,0.324287653,0.428926441,0.371069182,0.54676259,0.279752705,0.238087903,0.375634518,0.22754491,0.45,0.517241379,0.666666667,0.2,0.422222222,0.587859425,0.6,0.5,0.450980392,0.520273154,0.655172414,0.375,0.380952381,0.348484848,0.625,0,0.272727273,0.272727273,0.235294118,0.2,0.380974021,0.456316814,0.362571429,0.468411425,0.099011939,0.098031711,0.083465399,0.17928424,0.160679912,0.134070084,0.139666394,0.129489796,0.249393816,0.240988388,0.44317333,0.112004137,0.324347132,0.371958156,0.362090794,0.213993135,0.047532868,0.031312547,0.040286545,0.157625384,0.075051485,0.051336491,0.062859333,0.008437123,0.196567593,0.157976964,0.356437278,0.020619446,0.168056931,0.142442084,0.22316711,0.00151409
NaSmP2S6,2.54,1,NaSmP2S6,4,"[['Na', 1], ['Sm', 1], ['P', '2'], ['S', '6']]",0.311688312,0.207195086,0.655172414,0.185185185,0.354372455,0.276009421,0.614163761,0.523788356,0.527012128,0.290641602,0.71563981,0.316901408,0.576662144,0.408349901,0.710691824,0.532374101,0.387017002,0.176750873,0.401015228,0.221556886,0.65,0.689655172,0.833333333,0,0.488888889,0.422523962,0.8,0.4,0.470588235,0.394622279,0.793103448,0.25,0.19047619,0.06969697,0.625,0,0.363636364,0.354545455,0.294117647,0,0.497634376,0.462550969,0.362571429,0.168988321,0.384726225,0.148813559,0.458531432,0.136269787,0.279246912,0.145649463,0.333952463,0.129489796,0.250176752,0.15922736,0.294153138,0.112004137,0.222803993,0.176459874,0.316603364,0.113664288,0.137169319,0.050552927,0.0729839,0.136131013,0.072091847,0.029415055,0.075316213,0.008437123,0.140271033,0.051176783,0.206449975,0.016133207,0.013833712,0.005043878,0.030121812,0.000268016
CdAs2,1.04,1,CdAs2,2,"[['Cd', 1], ['As', '2']]",0.237012987,0.450716584,0.494252874,0.592592593,0.296852069,0.484782971,0.44714787,0.748783938,0.154355017,0.364527993,0.3507109,0.507042254,0.151967436,0.447316103,0.371069182,0.633093525,0.204018547,0.297391662,0.375634518,0.347305389,0.25,0.517241379,0.666666667,0.2,0.244444444,0.661341853,0.6,0.7,0.31372549,0.598804951,0.586206897,0.625,0.285714286,0.464646465,0.625,0.5,0.151515152,0.272727273,0.235294118,0.2,0.185740615,0.477611427,0.300952381,0.692275222,0.050020585,0.091033352,0.067617538,0.217136958,0.06368127,0.055343507,0.139666394,0,0.087153179,0.174144944,0.105878847,0.18177021,0.260138816,0.513212696,0.362090794,0.669628929,0.01250865,0.013989164,0.009007731,0.170931423,0.197629823,0.320965619,0.259486393,0.118320611,0.057705118,0.08120339,0.111325546,0.055215253,0.150305585,0.227774561,0.22316711,0.333293775
AgGaS2,2.56,1,AgGaS2,3,"[['Ag', 1], ['Ga', 1], ['S', '2']]",0.279220779,0.309447207,0.482758621,0.277777778,0.323028186,0.35859291,0.427154727,0.563111299,0.278941566,0.310993053,0.369668246,0.316901408,0.299864315,0.399105368,0.377358491,0.532374101,0.312210201,0.266327788,0.52284264,0.221556886,0.4,0.517241379,0.833333333,0,0.355555556,0.505191693,0.5,0.5,0.392156863,0.471190781,0.586206897,0.416666667,0.285714286,0.261363636,0.625,0,0.242424242,0.272727273,0.294117647,0,0.310631422,0.381332611,0.351028571,0.285774588,0.102099629,0.096391471,0.088748019,0.136269787,0.220803806,0.182638022,0.30543972,0.123644898,0.30752078,0.29687975,0.359758369,0.146624171,0.33780283,0.388499408,0.450623983,0.229095144,0.052589557,0.031980765,0.035747216,0.17604913,0.104031274,0.074472676,0.102242238,0.030333467,0.254730365,0.201311112,0.309294058,0.016133207,0.47287524,0.400492142,1,0.001307411
PtP2,0.6,1,PtP2,2,"[['Pt', 1], ['P', '2']]",0.275974026,0.423808131,0.83908046,0.259259259,0.34225353,0.476636509,0.810979241,0.558379158,0.154355017,0.338373519,0.426540284,0.394366197,0.124830393,0.383697813,0.320754717,0.54676259,0.119783617,0.157133566,0.200507614,0.22754491,0.45,0.747126437,0.833333333,0.8,0.222222222,0.551118211,0.7,0.5,0.31372549,0.520273154,0.793103448,0.375,0.276190476,0.336868687,0.90625,0,0.121212121,0.242424242,0.235294118,0,0.202655962,0.522900091,0.362571429,0.695511468,0.043433512,0.079223619,0.062334918,0.17928424,0.272215905,0.287820754,0.51495742,0.129489796,0.259580717,0.33877631,0.661433393,0.112004137,0.431007227,0.647908567,0.94574064,0.213993135,0.030819183,0.036550517,0.040286545,0.071647902,0.114328347,0.10470822,0.182445381,0.008437123,0.245785767,0.262024664,0.606399187,0.020619446,0.073306183,0.082994426,0.165020936,0.00151409
Gd2Te3,0.74,1,Gd2Te3,2,"[['Gd', '2'], ['Te', '3']]",0.350649351,0.70365604,0.67816092,0.944444444,0.411193467,0.728126519,0.644487076,0.977014126,0.243660419,0.547609318,0.691943128,0.570422535,0.248303935,0.649304175,0.698113208,0.769784173,0.25935085,0.437009653,0.375634518,0.561676647,0.35,0.655172414,0.833333333,0.4,0.333333333,0.896485623,0.8,0.9,0.441176471,0.86581306,0.793103448,0.916666667,0.39047619,0.710909091,0.65625,1,0.181818182,0.309090909,0.294117647,0.2,0.131636749,0.396394445,0.359428571,0.304347826,0.174557431,0.258775287,0.366085578,0.285960083,0.22545458,0.27795861,0.39440817,0.157877551,0.201385039,0.307656559,0.511686273,0.091872153,0.227788286,0.457483725,0.332835956,0.545534905,0.006280939,0.007200639,0.002766154,0.141248721,0.158599598,0.224797941,0.161556152,0.196464444,0.168040477,0.227605457,0.367077197,0.082046415,0.014358858,0.021523791,0.025470118,0.01994185
PbS,0.29,1,PbS,2,"[['Pb', 1], ['S', 1]]",0.292207792,0.598713074,0.885057471,0.277777778,0.357745182,0.635417206,0.864320109,0.563111299,0.116868798,0.31957499,0.317535545,0.316901408,0.13568521,0.43638171,0.383647799,0.532374101,0.205564142,0.336927501,0.487309645,0.221556886,0.4,0.689655172,0.833333333,0.6,0.244444444,0.698083067,0.8,0.5,0.343137255,0.677336748,0.862068966,0.416666667,0.285714286,0.522727273,0.9375,0,0.242424242,0.363636364,0.294117647,0.6,0.160589765,0.412591074,0.351028571,0.478120163,0.044462742,0.091470749,0.078182779,0.136269787,0.110242081,0.15448392,0.141319419,0.158514286,0.138835821,0.263758117,0.284703077,0.146624171,0.241850438,0.512253211,0.488605534,0.229095144,0.027093203,0.024393253,0.035747216,0.065506653,0.029115438,0.044983031,0.03957455,0.030333467,0.085159289,0.140543286,0.208633824,0.016133207,0.036197876,0.061294497,0.081290445,0.001307411
Ag3AsSe3,2.07,1,Ag3AsSe3,3,"[['Ag', '3'], ['As', 1], ['Se', '3']]",0.344155844,0.469936907,0.482758621,0.592592593,0.384107941,0.500467163,0.427154727,0.748783938,0.272326351,0.371767178,0.369668246,0.429577465,0.31614654,0.466628799,0.377358491,0.633093525,0.326120556,0.369201655,0.52284264,0.299401198,0.5,0.467980296,0.833333333,0,0.4,0.635098129,0.5,0.7,0.470588235,0.626852021,0.586206897,0.625,0.380952381,0.497835498,0.625,0.5,0.303030303,0.246753247,0.294117647,0,0.388775278,0.406684241,0.300952381,0.499929647,0.082955949,0.100562368,0.083465399,0.191328286,0.197061627,0.236365023,0.30543972,0,0.236160335,0.307201435,0.359758369,0.18177021,0.382149777,0.558674618,0.450623983,0.524462335,0.029861074,0.013110523,0.009007731,0.17604913,0.262988494,0.170796384,0.259486393,0.104057855,0.149291907,0.189323692,0.306995937,0.044085929,0.494827546,0.668358627,1,0.003407536
KSb,0.9,1,KSb,2,"[['K', 1], ['Sb', 1]]",0.201298701,0.410353905,0.528735632,0.333333333,0.26580684,0.452096427,0.488280193,0.59357887,0.265711136,0.650592562,0.739336493,0.64084507,0.259158752,0.707753479,0.742138365,0.776978417,0.295208655,0.500718833,0.583756345,0.45508982,0.2,0.344827586,0.666666667,0,0.222222222,0.642971246,0.6,0.6,0.31372549,0.6184379,0.689655172,0.5,0.19047619,0.348484848,0.625,0,0.121212121,0.181818182,0.235294118,0,0.043803176,0.173984809,0.193047619,0.060644435,0.31659119,0.525150355,0.70945589,0.354783207,0.139939562,0.196589232,0.219764386,0.137510204,0.152115237,0.28541368,0.264530832,0.214083139,0.133010899,0.285801692,0.278079219,0.101840234,0.034119338,0.030083887,0.039435421,0.147389969,0.125611967,0.170054291,0.184074358,0.041783849,0.063486817,0.107497994,0.081894363,0.114830472,0.127647797,0.216148249,0.232470498,0.159950157
CaZnOS,3.7,1,CaZnOS,4,"[['Ca', 1], ['Zn', 1], ['O', 1], ['S', 1]]",0.214285714,0.188359169,0.287356322,0.12962963,0.257221744,0.255500967,0.240205547,0.493502457,0.37045204,0.306089089,0.507109005,0.042253521,0.431478969,0.387176938,0.572327044,0.251798561,0.505409583,0.390583282,0.593908629,0.221556886,0.5,0.344827586,0.833333333,0.2,0.422222222,0.422523962,0.4,0.3,0.362745098,0.343576611,0.379310345,0.166666667,0.095238095,0.087121212,0.3125,0,0.424242424,0.272727273,0.294117647,0.2,0.689408973,0.510472359,0.650380952,0.301252286,0.203993413,0.161509021,0.368726889,0.019270475,0.259980939,0.177938007,0.276445815,0.022187755,0.202572794,0.174273682,0.236207909,0.014673896,0.190895625,0.197088748,0.29688913,0.000145299,0.123489647,0.045496022,0.050925598,0.332650972,0.099160203,0.064403041,0.075699502,0,0.135775851,0.106823442,0.179596242,0.005107411,0.329746592,0.279132264,0.465055196,0.000117874
PtSb2,0.07,1,PtSb2,2,"[['Pt', 1], ['Sb', '2']]",0.392857143,0.746709564,0.83908046,0.925925926,0.448698957,0.759632816,0.810979241,0.95169922,0.192943771,0.452799346,0.426540284,0.64084507,0.168249661,0.510934394,0.339622642,0.755395683,0.178516229,0.30021565,0.269035533,0.374251497,0.45,0.747126437,0.833333333,0.8,0.311111111,0.845047923,0.7,0.9,0.431372549,0.834400341,0.793103448,0.875,0.466666667,0.801515152,0.90625,1,0.121212121,0.242424242,0.235294118,0,0.157716681,0.400479709,0.227619048,0.644435064,0.064429807,0.123838163,0.064976228,0.346180317,0.341410164,0.418626274,0.51495742,0.368934694,0.345622068,0.525860222,0.661433393,0.397890514,0.523036619,0.903210344,0.94574064,0.782484249,0.000904881,0.004246108,0.000425562,0.071647902,0.232775524,0.309404187,0.184074358,0.390920048,0.273550126,0.31846993,0.606399187,0.114830472,0.097780713,0.138251961,0.165020936,0.159950157
BaAuI5O15,2.32,1,BaAuI5O15,4,"[['Ba', 1], ['Au', 1], ['I', '5'], ['O', '15']]",0.61038961,0.257464968,0.850574713,0.12962963,0.636725212,0.33294538,0.81928202,0.493502457,0.501653804,0.112493963,0.786729858,0.042253521,0.549525102,0.239833725,0.817610063,0.251798561,0.860896445,0.774388992,1,0.508982036,0.7,0.39184953,1,0.2,0.666666667,0.372422306,0.8,0.3,0.725490196,0.368564001,0.793103448,0.166666667,0.666666667,0.237603306,0.9375,0,0.424242424,0.438016529,0.352941176,0,0.630437527,0.721218921,0.650380952,0.178978472,0.32070811,0.061111387,0.638140518,0.019270475,0.360771677,0.091942272,0.331955381,0.022187755,0.381395681,0.102473834,0.47679374,0.014673896,0.541937724,0.181904794,0.848525954,0.000145299,0.072337254,0.052266388,0.050925598,0.067553736,0.166245329,0.038909283,0.115465696,0,0.241671964,0.040025178,0.403250381,0.005107411,0.348536077,0.053904713,0.744156833,0.000117874
Mg2Co,0.66,1,Mg2Co,2,"[['Mg', '2'], ['Co', 1]]",0.100649351,0.16817783,0.252873563,0.203703704,0.174799012,0.243644646,0.211788772,0.529486623,0.178610805,0.451164691,0.308056872,0.725352113,0.157394844,0.499005964,0.352201258,0.683453237,0.190880989,0.307746286,0.26142132,0.431137725,0.2,0.287356322,0.5,0.2,0.155555556,0.440894569,0.4,0.5,0.166666667,0.284677764,0.379310345,0.25,0.066666667,0.081313131,0.21875,0,0.060606061,0.090909091,0.058823529,0.2,0.105203363,0.295940956,0.120952381,0.509356972,0.098394401,0.188354292,0.133650291,0.406400551,0.310874058,0.391893911,0.443041773,0.376734694,0.253145886,0.388530986,0.493022402,0.285446989,0.191457902,0.313271869,0.37827817,0.20345685,0.059509235,0.059255574,0.058089226,0.36642784,0.144171363,0.174822716,0.149099272,0.175572519,0.24609087,0.322088216,0.460385983,0.220084548,0.267714121,0.488203944,0.372021317,0.666646888
Ag2SnSe3,0.7,1,Ag2SnSe3,3,"[['Ag', '2'], ['Sn', 1], ['Se', '3']]",0.399350649,0.491079263,0.517241379,0.611111111,0.435450855,0.521269146,0.474870158,0.766280424,0.306504961,0.369431957,0.369668246,0.429577465,0.343283582,0.472166998,0.377358491,0.64028777,0.343122102,0.339751489,0.52284264,0.299401198,0.45,0.517241379,0.833333333,0,0.444444444,0.661341853,0.6,0.7,0.519607843,0.651159482,0.655172414,0.666666667,0.476190476,0.522727273,0.625,0.5,0.272727273,0.272727273,0.294117647,0,0.328586937,0.386466702,0.295142857,0.468411425,0.106628242,0.10524877,0.083465399,0.191328286,0.256640592,0.236886782,0.30543972,0.2,0.363401691,0.346941498,0.44317333,0.197117275,0.411714409,0.536292902,0.450623983,0.524462335,0.023952733,0.012235989,0.008511242,0.157625384,0.136463973,0.115630311,0.102242238,0.104057855,0.281848923,0.22323405,0.356437278,0.044085929,0.512335837,0.539685252,1,0.003407536
CdSe,2.27,1,CdSe,2,"[['Cd', 1], ['Se', 1]]",0.24025974,0.491079263,0.494252874,0.611111111,0.301587197,0.523440796,0.44714787,0.766280424,0.142227122,0.375970576,0.3507109,0.429577465,0.153324288,0.475149105,0.371069182,0.64028777,0.191653787,0.311511604,0.375634518,0.299401198,0.3,0.517241379,0.833333333,0.2,0.244444444,0.698083067,0.6,0.7,0.323529412,0.638070849,0.586206897,0.666666667,0.285714286,0.522727273,0.625,0.5,0.181818182,0.272727273,0.294117647,0.2,0.18420056,0.460830206,0.295142857,0.692275222,0.046932894,0.095407326,0.067617538,0.191328286,0.12147683,0.170412631,0.139666394,0.2,0.091772084,0.187008382,0.105878847,0.197117275,0.236638724,0.50140972,0.362090794,0.524462335,0.012136052,0.012279099,0.008511242,0.170931423,0.060006659,0.085021818,0.052414718,0.104057855,0.054425263,0.093681309,0.111325546,0.044085929,0.09934616,0.168224592,0.22316711,0.003407536
