Compound,Number of Elements,Elements+Coeff,At no._sum,At no._wt_avg,At no._maximum,At no._minimum,At wt._sum,At wt._wt_avg,At wt._maximum,At wt._minimum,At Rad_sum,At Rad_wt_avg,At Rad_maximum,At Rad_minimum,Cov Rad_sum,Cov Rad_wt_avg,Cov Rad_maximum,Cov Rad_minimum,Ion Rad_sum,Ion Rad_wt_avg,Ion Rad_maximum,Ion Rad_minimum,No of val e-_sum,No of val e-_wt_avg,No of val e-_maximum,No of val e-_minimum,s e-_sum,s e-_wt_avg,s e-_maximum,s e-_minimum,p e-_sum,p e-_wt_avg,p e-_maximum,p e-_minimum,d e-_sum,d e-_wt_avg,d e-_maximum,d e-_minimum,outer shell e-_sum,outer shell e-_wt_avg,outer shell e-_maximum,outer shell e-_minimum,first IE_sum,first IE_wt_avg,first IE_maximum,first IE_minimum,polarizability_sum,polarizability_wt_avg,polarizability_maximum,polarizability_minimum,MP_sum,MP_wt_avg,MP_maximum,MP_minimum,BP_sum,BP_wt_avg,BP_maximum,BP_minimum,density_sum,density_wt_avg,density_maximum,density_minimum,specific heat_sum,specific heat_wt_avg,specific heat_maximum,specific heat_minimum,heat fusion_sum,heat fusion_wt_avg,heat fusion_maximum,heat fusion_minimum,heat vap_sum,heat vap_wt_avg,heat vap_maximum,heat vap_minimum,ther cond_sum,ther cond_wt_avg,ther cond_maximum,ther cond_minimum,Eg (eV)
InSe,2,"[['In', 1], ['Se', 1]]",83,41.5,49,34,193.778,96.889,114.818,78.96,259,129.5,156,103,262,131,142,120,1.3,0.65,0.8,0.5,9,4.5,6,3,18,9,10,8,35,17.5,19,16,30,15,20,10,9,4.5,6,3,1499.2,749.6,940.9,558.3,91,45.5,65,26,919.78,459.89,490,429.78,3301,1650.5,2343,958,11.76,5.88,7.28,4.48,554,277,321,233,8.67,4.335,5.4,3.27,250.87,125.435,224.87,26,82.52,41.26,82,0.52,1.29
AgSO4,3,"[['Ag', 1], ['S', 1], ['O', '4']]",71,15.83333333,47,8,155.9336,33.98863333,107.8682,15.9994,300,74,165,48,316,85.66666667,145,66,3.03,1.205,1.4,0.37,9,2.5,6,1,19,5.166666667,9,4,32,7.333333333,18,4,20,3.333333333,20,0,13,5.166666667,6,1,3044.48,1164.363333,1313.9,731,77.6,15.93333333,52,6,1677.8,306.8133333,1235.08,54.36,3245.012,585.9293333,2437,90.188,12.458331,2.077054,10.5,0.001331,1859,769.3333333,919,235,13.26,2.32,11.31,0.22,267.4,46.27166667,254.19,3.41,430.23158,71.71855333,430,0.02658,0.18
CdS,2,"[['Cd', 1], ['S', 1]]",64,32,48,16,144.477,72.2385,112.411,32.066,248,124,161,87,249,124.5,144,105,1.34,0.67,0.97,0.37,8,4,6,2,16,8,10,6,28,14,18,10,20,10,20,0,8,4,6,2,1867.28,933.64,999.58,867.7,65.6,32.8,46,19.6,982.62,491.31,594.26,388.36,1757.824,878.912,1040,717.824,10.499,5.2495,8.542,1.957,935,467.5,705,230,7.84,3.92,6.11,1.73,109.88,54.94,100.08,9.8,96.205,48.1025,96,0.205,2.64
Ce4Te7,2,"[['Ce', '4'], ['Te', '7']]",110,54.18181818,58,52,267.715,132.1509091,140.115,127.6,281,135.7272727,158,123,342,162,204,138,2.004,0.993272727,1.034,0.97,10,5.272727273,6,4,22,10.72727273,12,10,46,22.72727273,24,22,41,20.36363636,21,20,8,4.545454545,6,2,1536.2,833.6363636,1008.4,527.8,237,96.27272727,200,37,1454.8,634.5090909,1068,386.8,4200.39,1652.157273,3743,457.39,11.43,5.427272727,6.77,4.66,393,197.7272727,201,192,23,13.13636364,17.5,5.5,398,157.8181818,350,48,14,5.909090909,11,3,0.5
BaSbBS4,4,"[['Ba', 1], ['Sb', 1], ['B', 1], ['S', '4']]",128,25.14285714,56,5,301.961,56.87985714,137.327,10.811,560,117.2857143,253,87,544,122.7142857,215,85,2.71,0.545714286,1.35,0.23,16,4.857142857,6,2,32,7.142857143,12,4,56,12.28571429,24,1,40,5.714285714,20,0,16,4.857142857,6,2,3136.78,876.5028571,999.58,502.9,347,57.97142857,262,19.6,4740.55,843.6614286,2450,388.36,8684.174,1548.235143,3931.15,717.824,14.691,2.937428571,6.684,1.957,2147,608.8571429,1030,205,79.58,12.11,50,1.73,723.8,107.6,507,9.8,69.205,9.974285714,27,0.205,2.34
Li2FeGeS4,4,"[['Li', '2'], ['Fe', 1], ['Ge', 1], ['S', '4']]",77,16,32,3,167.464,33.825375,72.61,6.941,535,120.375,167,87,485,116,132,105,2.305,0.521875,0.76,0.37,14,4.125,6,1,25,5.75,8,3,36,8.25,14,0,16,2,10,0,13,4,6,1,3041.18,820.015,999.58,520.2,281.6,63.05,164,19.6,3865.05,685.4775,1810,388.36,8607.484,1547.5145,3145.5,717.824,15.674,2.759875,7.86,0.534,5045,1341.25,3570,321,50.36,7.31875,31.83,1.73,837.8,126.775,347,9.8,224.205,38.7275,85,0.205,1.42
Ce3LuSe6,3,"[['Ce', '3'], ['Lu', 1], ['Se', '6']]",163,44.9,71,34,394.042,106.9072,174.967,78.96,478,130.9,217,103,511,151.9,204,120,2.382,0.695,1.034,0.5,13,5.1,6,3,32,9.6,12,8,64,19.2,24,16,52,14.4,21,10,10,4.4,6,2,1992.7,775.28,940.9,524,374,90.4,200,26,3483,806.9,1925,490,8304,2058,3743,958,21.092,5.7032,9.842,4.48,667,265.6,321,154,32.9,7.09,22,5.4,791,162.1,415,26,27.52,5.212,16,0.52,1.1
Ga1.05Sb0.95Te0.15,3,"[['Ga', '1.05'], ['Sb', '0.95'], ['Te', '0.15']]",134,41.30232558,52,31,319.08,96.75269767,127.6,69.723,392,133.7674419,136,123,399,130.627907,139,122,2.35,0.70627907,0.97,0.62,14,4.093023256,6,3,28,9.023255814,10,8,56,17.1627907,22,13,50,15.11627907,20,10,14,4.093023256,6,3,2420.9,721.4023256,1008.4,578.8,136,48.8372093,54,37,1593.62,574.3218605,903.89,302.93,4623.39,1977.492326,2253,457.39,17.247,6.161372093,6.684,4.66,779,286.6744186,371,201,42.96,12.73162791,19.85,5.61,371,157.9767442,256,48,56,24.97674419,29,3,0.68
CsInTe2,3,"[['Cs', 1], ['In', 1], ['Te', '2']]",156,52,55,49,375.32343,125.7308575,132.90543,114.818,577,175,298,123,524,165.5,244,138,3.44,1.1025,1.67,0.8,10,4,6,1,31,10.25,11,10,65,21.75,24,19,60,20,20,20,10,4,6,1,1942.4,737.7,1008.4,375.7,501,134.5,399,37,1118.58,376.345,429.78,302,3752.09,1052.37,2343,457.39,13.8185,4.619625,7.28,1.8785,676,219.25,242,201,22.86,10.09,17.5,2.09,336.87,96.2175,224.87,48,121,31,82,3,2.16
Ga1.005Sb0.995Se0.015,3,"[['Ga', '1.005'], ['Sb', '0.995'], ['Se', '0.015']]",116,40.89826303,51,31,270.44,95.48597022,121.757,69.723,372,134.2729529,136,103,381,130.3796526,139,120,1.88,0.688238213,0.76,0.5,14,4.009925558,6,3,26,8.987593052,10,8,50,16.97270471,21,13,40,14.93796526,20,10,14,4.009925558,6,3,2353.4,707.364268,940.9,578.8,125,49.34739454,54,26,1696.82,601.0745409,903.89,302.93,5124,2075.468983,2253,958,17.067,6.278062035,6.684,4.48,899,289.6451613,371,207,30.86,12.64009926,19.85,5.4,349,160.9602978,256,26,53.52,26.31900744,29,0.52,0.64
TaGaS2,3,"[['Ta', 1], ['Ga', 1], ['S', '2']]",120,34,73,16,282.7369,78.700725,180.9479,32.066,423,127.5,200,87,397,125.5,170,105,1.63,0.5,0.64,0.37,14,5,6,3,26,8,12,6,47,14.25,24,10,33,8.25,23,0,11,4.25,6,2,2339.38,834.74,999.58,578.8,161.6,45.3,88,19.6,3949.29,1084.4125,3258,302.93,8756.824,2368.662,5786,717.824,23.36,6.32925,15.5,1.957,1216,480.25,705,140,43.34,11.2675,36,1.73,1001.8,252.9,736,9.8,86.205,21.6025,57,0.205,2.53
PrAs,2,"[['Pr', 1], ['As', 1]]",92,46,59,33,215.82924,107.91462,140.90765,74.92159,361,180.5,247,114,322,161,203,119,1.593,0.7965,1.013,0.58,9,4.5,5,4,20,10,12,8,39,19.5,24,15,30,15,20,10,7,3.5,5,2,1470,735,947,523,219,109.5,190,29,1192,596,1192,0,4288,2144,3403,885,12.502,6.251,6.782,5.72,521,260.5,328,193,34.62,17.31,27.72,6.9,363.27,181.635,330.82,32.45,63,31.5,50,13,1
Li4.5Al0.5TeO6,4,"[['Li', '4.5'], ['Al', '0.5'], ['Te', 1], ['O', '6']]",76,10,52,3,177.521939,22.36013913,127.6,6.941,456,101.7916667,167,48,453,97.54166667,138,66,3.665,1.088125,1.4,0.535,12,2,6,1,23,4.208333333,10,3,33,4.125,22,0,20,1.666666667,20,0,16,4,6,1,3420.1,960.125,1313.9,520.2,263,69.91666667,164,6,1828.37,268.44375,933.52,54.36,4886.738,803.7281667,2720,90.188,7.893731,0.701682167,4.66,0.001331,5594,1852.666667,3570,201,31.4,3.138333333,17.5,0.22,491.41,73.03833333,293,3.41,323.02658,41.92995667,235,0.02658,4.9
K2Cd3Se4,3,"[['K', '2'], ['Cd', '3'], ['Se', '4']]",101,35.33333333,48,19,230.4693,81.25217778,112.411,39.0983,507,153.4444444,243,103,467,146.4444444,203,120,2.85,0.852222222,1.38,0.5,9,3.555555556,6,1,25,8.444444444,10,7,46,15.77777778,18,12,30,11.11111111,20,0,9,3.555555556,6,1,2227.4,800.4777778,940.9,418.8,361,91.11111111,289,26,1421.16,490.7311111,594.26,336.9,3036.7,1003.266667,1040,958,13.892,5.031777778,8.542,0.87,1308,387.5555556,757,230,13.81,4.947777778,6.11,2.3,202.98,62.00444444,100.08,26,196.52,54.45333333,100,0.52,2.36
Pb0.72Se0.72Sn0.28Te0.28,4,"[['Pb', '0.72'], ['Se', '0.72'], ['Sn', '0.28'], ['Te', '0.28']]",218,56.04,82,34,532.47,137.501,207.2,78.96,525,130.04,154,103,543,134.54,146,120,3.35,0.8408,1.19,0.5,20,5,6,4,40,10,12,8,84,21,26,16,80,20,30,10,20,5,6,4,3373.4,836.684,1008.4,708.6,165,39.82,52,26,1982.57,517.5028,600.65,386.8,6335.39,1542.9946,2896,457.39,27.76,7.3668,11.34,4.48,866,219.8,321,127,34.87,7.1192,17.5,4.77,543.85,120.7374,293.13,26,105.52,22.5872,67,0.52,0.12
AgBr,2,"[['Ag', 1], ['Br', 1]]",82,41,47,35,187.7722,93.8861,107.8682,79.904,259,129.5,165,94,265,132.5,145,120,3.22,1.61,1.96,1.26,6,3,5,1,17,8.5,9,8,35,17.5,18,17,30,15,20,10,8,4,7,1,1870.9,935.45,1139.9,731,73.9,36.95,52,21.9,1500.98,750.49,1235.08,265.9,2768.91,1384.455,2437,331.91,13.6028,6.8014,10.5,3.1028,1182,591,947,235,17.11,8.555,11.31,5.8,269.18,134.59,254.19,14.99,430.12,215.06,430,0.12,2.52
Ba2Ga8GeS16,4,"[['Ba', '2'], ['Ga', '8'], ['Ge', 1], ['S', '16']]",135,24,56,16,311.726,52.52237037,137.327,32.066,601,115.2222222,253,87,562,118.7407407,215,105,2.87,0.522592593,1.35,0.37,15,4.740740741,6,2,34,7.111111111,12,6,61,12.07407407,24,10,40,4.814814815,20,0,15,4.740740741,6,2,2843.38,829.3177778,999.58,502.9,376.6,48.54074074,262,19.6,2902.59,438.7703704,1213,302.93,8218.024,1365.873481,3125,717.824,16.773,3.371814815,5.903,1.957,1602,554.7777778,705,205,47.17,4.458888889,31.83,1.73,739.8,104.4,334,9.8,107.205,12.26962963,60,0.205,3
InS,2,"[['In', 1], ['S', 1]]",65,32.5,49,16,146.884,73.442,114.818,32.066,243,121.5,156,87,247,123.5,142,105,1.17,0.585,0.8,0.37,9,4.5,6,3,16,8,10,6,29,14.5,19,10,20,10,20,0,9,4.5,6,3,1557.88,778.94,999.58,558.3,84.6,42.3,65,19.6,818.14,409.07,429.78,388.36,3060.824,1530.412,2343,717.824,9.237,4.6185,7.28,1.957,938,469,705,233,5,2.5,3.27,1.73,234.67,117.335,224.87,9.8,82.205,41.1025,82,0.205,2.07
ZnGeN2,3,"[['Zn', 1], ['Ge', 1], ['N', '2']]",69,19,32,7,152.00674,41.50337,72.61,14.00674,323,94.75,142,56,313,96,122,71,1.4,0.3825,0.74,0.13,9,3,4,2,20,6,8,4,29,8,14,3,20,5,10,0,11,4,5,2,3070.8,1118.275,1402.3,762.1,87.4,23.7,41,7.4,1968.98,508.04,1213,63.18,4386.35,1115.925,3125,77.35,12.4241165,3.10630825,7.1,0.0011165,1749,697.25,1040,321,39.56,9.98,31.83,0.36,455.79,114.645,334,2.79,180.02583,45.012915,120,0.02583,2.9
Ba3Ho2P4S16,4,"[['Ba', '3'], ['Ho', '2'], ['P', '4'], ['S', '16']]",154,24.72,67,15,365.297082,55.15170752,164.93032,30.973762,664,119.8,253,87,619,125.48,215,105,3.001,0.53168,1.35,0.37,16,5.12,6,2,36,7.2,12,6,67,12.64,24,9,40,4,20,0,15,5.04,6,2,3095.18,908.4312,1011.7,502.9,465.2,60.64,262,19.6,3437.91,557.8264,1734,317.25,6266.174,1032.41536,2873,553.15,16.178,2.68,8.803,1.828,1844,612.04,769,165,27.37,3.5296,17,0.64,427.2,46.256,265,9.8,34.441,3.60896,18,0.205,3.3
RbCl,2,"[['Rb', 1], ['Cl', 1]]",54,27,37,17,120.9205,60.46025,85.4678,35.4527,344,172,265,79,322,161,220,102,3.33,1.665,1.81,1.52,6,3,5,1,15,7.5,9,6,29,14.5,18,11,10,5,10,0,8,4,7,1,1654.1,827.05,1251.1,403,332.6,166.3,318,14.6,484.17,242.085,312,172.17,1206.1,603.05,967,239.1,1.53289,0.766445,1.53,0.00289,842,421,478,364,5.41,2.705,3.22,2.19,81.22,40.61,71,10.22,58.0089,29.00445,58,0.0089,8.1
Hg5AsS2I3,4,"[['Hg', '5'], ['As', 1], ['S', '2'], ['I', '3']]",182,56.72727273,80,16,434.48206,138.4288182,200.59,32.066,487,135.2727273,171,87,495,127.8181818,139,105,4.17,1.183636364,2.2,0.37,20,4.363636364,7,2,36,10,12,6,72,20.36363636,24,10,60,20,30,0,20,4.363636364,7,2,3822.78,962.6145455,1007,869.2,117.6,31.2,35,19.6,1345.45,374.2336364,722.8,0,3514.634,846.8816364,1282,629.81,27.462,8.734454545,13.545,1.957,1601,338.1818182,705,139,39.63,6.038181818,27.72,1.73,122.35,37.34090909,59.2,9.8,58.954,8.477909091,50,0.205,1.57
Cd3BiP3O12,4,"[['Cd', '3'], ['Bi', 1], ['P', '3'], ['O', '12']]",154,19.36842105,83,8,368.364532,43.74355032,208.98037,15.9994,450,78.73684211,161,48,465,89.10526316,148,66,3.78,1.151578947,1.4,0.38,14,2.631578947,5,2,32,5.684210526,12,4,58,8.210526316,27,4,50,4.736842105,30,0,18,5.157894737,6,2,3896.6,1163.594737,1313.9,703.3,126.6,17.56842105,50,6,1510.46,206.9178947,594.26,54.36,3535.338,405.9845263,1852,90.188,20.171331,2.153998526,9.8,0.001331,2040,744.5789474,919,122,17.86,1.777894737,10.89,0.22,275.89,28.33473684,160,3.41,104.26258,15.63299789,96,0.02658,3.9
EuH2,2,"[['Eu', 1], ['H', '2']]",64,21.66666667,63,1,152.97294,51.32696,151.965,1.00794,284,112.3333333,231,53,229,86.66666667,198,31,0.959,0.323666667,0.947,0.012,4,1.666666667,3,1,13,4.666666667,12,1,24,8,24,0,20,6.666666667,20,0,3,1.333333333,2,1,1859,1057,1312,547,191.5,65.33333333,187,4.5,1112.96,375.64,1099,13.96,1733.39,584.5933333,1713,20.39,5.25908987,1.753059913,5.259,8.99E-05,14482,9594,14300,182,9.858,3.472,9.3,0.558,176.33,58.92666667,175.88,0.45,14.1805,4.787,14,0.1805,1.85
NaNO2,3,"[['Na', 1], ['N', 1], ['O', '2']]",26,8.5,11,7,52.995908,17.248827,22.989768,14.00674,294,85.5,190,48,303,92.25,166,66,2.55,0.9875,1.4,0.13,6,2,3,1,13,4.25,5,4,13,4.25,6,3,0,0,0,0,12,4.5,6,1,3212,1131.475,1402.3,495.8,175.4,45.35,162,6,488.49,135.7125,370.95,54.36,1322.088,353.069,1154.55,77.35,0.9734475,0.243694625,0.971,0.0011165,3189,1027,1230,919,3.18,0.85,2.6,0.22,103.9,26.8275,97.7,2.79,0.10151,0.0320225,0.0491,0.02583,2.99
BaZnOS,4,"[['Ba', 1], ['Zn', 1], ['O', 1], ['S', 1]]",110,27.5,56,8,250.7824,62.6956,137.327,15.9994,530,132.5,253,48,508,127,215,66,3.86,0.965,1.4,0.37,12,3,6,2,30,7.5,12,4,50,12.5,24,4,30,7.5,20,0,16,4,6,2,3722.78,930.695,1313.9,502.9,326.6,81.65,262,6,2133.82,533.455,998.3,54.36,4114.212,1028.553,2122.2,90.188,12.648331,3.16208275,7.1,0.001331,2217,554.25,919,205,17.32,4.33,8,0.22,272.21,68.0525,140,3.41,138.23158,34.557895,120,0.02658,3.9
InBi2S4Cl,4,"[['In', 1], ['Bi', '2'], ['S', '4'], ['Cl', 1]]",165,37,83,16,391.31707,87.06193,208.98037,32.066,465,108.625,156,79,497,120,148,102,4.01,0.76875,1.81,0.37,19,5.25,6,3,34,8,12,6,67,15.5,27,10,50,10,30,0,21,5.5,7,3,3512.28,901.79,1251.1,558.3,149.2,32.25,65,14.6,1534.9,405.57125,544.59,172.17,5151.924,1144.6745,2343,239.1,19.03989,4.33886125,9.8,0.00289,1538,471.875,705,122,19.11,4.39875,10.89,1.73,404.89,74.28625,224.87,9.8,90.2139,12.3536125,82,0.0089,1.5
TeI,2,"[['Te', 1], ['I', 1]]",105,52.5,53,52,254.50447,127.252235,127.6,126.90447,238,119,123,115,277,138.5,139,138,3.17,1.585,2.2,0.97,13,6.5,7,6,20,10,10,10,45,22.5,23,22,40,20,20,20,13,6.5,7,6,1877.6,938.8,1008.4,869.2,72,36,37,35,1109.6,554.8,722.8,386.8,1739.39,869.695,1282,457.39,10.9,5.45,6.24,4.66,630,315,429,201,25.33,12.665,17.5,7.83,68.9,34.45,48,20.9,3.449,1.7245,3,0.449,1.1
Rb2PtI6O18,4,"[['Rb', '2'], ['Pt', 1], ['I', '6'], ['O', '18']]",176,22.74074074,78,8,423.45167,52.42339333,195.08,15.9994,605,83.74074074,265,48,561,96.22222222,220,66,5.745,1.557962963,2.2,0.625,16,3.185185185,7,1,34,5.962962963,11,4,69,10,24,4,59,6.259259259,29,0,15,5.666666667,7,1,3456.1,1131.162963,1313.9,403,403,36.96296296,318,6,3134.16,295.7140741,2045,54.36,6436.188,568.3845926,4097,90.188,29.221331,2.295331778,21.45,0.001331,1845,739.8888889,919,133,29.92,2.777777778,19.68,0.22,585.31,30.32518519,490,3.41,129.47558,7.043423704,71,0.02658,2.4
BiSeI,3,"[['Bi', 1], ['Se', 1], ['I', 1]]",170,56.66666667,83,34,414.84484,138.2816133,208.98037,78.96,361,120.3333333,143,103,407,135.6666667,148,120,3.73,1.243333333,2.2,0.5,18,6,7,5,30,10,12,8,66,22,27,16,60,20,30,10,18,6,7,5,2513.4,837.8,940.9,703.3,111,37,50,26,1757.39,585.7966667,722.8,490,4092,1364,1852,958,20.52,6.84,9.8,4.48,872,290.6666667,429,122,24.12,8.04,10.89,5.4,206.9,68.96666667,160,20.9,8.969,2.989666667,8,0.449,1.3
Cs1.43Cd1.43Bi2.57S6,4,"[['Cs', '1.43'], ['Cd', '1.43'], ['Bi', '2.57'], ['S', '6']]",202,39.94750656,83,16,486.3628,94.51251494,208.98037,32.066,689,135.2475941,298,87,641,136.9378828,244,105,4.04,0.756106737,1.67,0.37,14,4.649168854,6,1,39,8.475065617,12,6,79,16.57480315,27,10,70,11.74978128,30,0,14,4.649168854,6,1,2946.28,838.4097113,999.58,375.7,514.6,77.20472441,399,19.6,1829.21,438.4434033,594.26,302,4561.524,1042.407262,1852,717.824,22.1775,4.53449825,9.8,1.8785,1299,456.5616798,705,122,20.82,4.382615923,10.89,1.73,333.88,61.64780402,160,9.8,140.205,18.4208224,96,0.205,1.28
InP2Se4,3,"[['In', 1], ['P', '2'], ['Se', '4']]",98,30.71428571,49,15,224.751762,70.37221771,114.818,30.973762,357,109.1428571,156,98,369,119.4285714,142,107,1.68,0.508571429,0.8,0.38,14,5.285714286,6,3,24,7.714285714,10,6,44,14.42857143,19,9,30,8.571428571,20,0,14,5.285714286,6,3,2510.9,906.4714286,1011.7,558.3,115.6,31.17142857,65,24.6,1237.03,432.04,490,317.25,3854.15,1040.185714,2343,553.15,13.588,4.122285714,7.28,1.828,1323,436.4285714,769,233,9.31,3.735714286,5.4,0.64,263.27,50.52428571,224.87,12.4,82.756,12.07885714,82,0.236,1.29
PbCl2,2,"[['Pb', 1], ['Cl', '2']]",99,38.66666667,82,17,242.6527,92.7018,207.2,35.4527,233,104,154,79,248,116.6666667,146,102,3,1.603333333,1.81,1.19,9,4.666666667,5,4,18,8,12,6,37,16,26,11,30,10,30,0,11,6,7,4,1966.6,1072.566667,1251.1,715.5,64.6,26.4,50,14.6,772.82,314.9966667,600.65,172.17,2263.1,834.0666667,2024,239.1,11.34289,3.781926667,11.34,0.00289,605,361,478,127,7.99,3.736666667,4.77,3.22,186.94,65.72,176.72,10.22,35.0089,11.6726,35,0.0089,4.1
PbO2,2,"[['Pb', 1], ['O', '2']]",90,32.66666667,82,8,223.1994,79.73293333,207.2,15.9994,202,83.33333333,154,48,212,92.66666667,146,66,2.59,1.33,1.4,1.19,6,2.666666667,4,2,16,6.666666667,12,4,30,11.33333333,26,4,30,10,30,0,10,5.333333333,6,4,2029.4,1114.433333,1313.9,715.5,56,20.66666667,50,6,655.01,236.4566667,600.65,54.36,2114.188,734.792,2024,90.188,11.341331,3.780887333,11.34,0.001331,1046,655,919,127,4.99,1.736666667,4.77,0.22,180.13,61.18,176.72,3.41,35.02658,11.68438667,35,0.02658,2
Cs2Ga2S5,3,"[['Cs', '2'], ['Ga', '2'], ['S', '5']]",102,28,55,16,234.69443,62.84298444,132.90543,32.066,521,144.7777778,298,87,471,139.6666667,244,105,2.66,0.714444444,1.67,0.37,10,4.222222222,6,1,25,7.555555556,11,6,47,13.77777778,24,10,30,6.666666667,20,0,10,4.222222222,6,1,1954.08,767.4333333,999.58,375.7,472.6,111.5555556,399,19.6,993.29,350.1844444,388.36,302,3922.524,1110.946667,2253,717.824,9.7385,2.816444444,5.903,1.8785,1318,527.8888889,705,242,9.43,2.672222222,5.61,1.73,329.8,76.55555556,256,9.8,65.205,14.55833333,36,0.205,3.26
Pb0.75Sn0.25Te,3,"[['Pb', '0.75'], ['Sn', '0.25'], ['Te', 1]]",184,63,82,50,453.51,156.33875,207.2,118.71,422,137.375,154,123,423,141.125,146,138,2.85,1.0175,1.19,0.69,14,5,6,4,32,10.75,12,10,68,23.25,26,20,70,23.75,30,20,14,5,6,4,2432.5,861.0875,1008.4,708.6,139,43.75,52,37,1492.57,481.78375,600.65,386.8,5377.39,1349.695,2896,457.39,23.28,7.4925,11.34,4.66,545,175.25,217,127,29.47,11.43875,17.5,4.77,517.85,126.91125,293.13,48,105,23,67,3,0.04
SnS0.99Se0.01,3,"[['Sn', 1], ['S', '0.99'], ['Se', '0.01']]",100,33.09,50,16,229.736,75.62247,118.71,32.066,335,116.08,145,87,364,122.075,139,105,1.56,0.53065,0.69,0.37,16,5,6,4,24,8.01,10,6,46,15.03,20,10,30,10.05,20,0,16,5,6,4,2649.08,853.7966,999.58,708.6,97.6,35.832,52,19.6,1383.48,447.2482,505.12,388.36,4571.824,1808.11288,2896,717.824,13.717,4.631115,7.28,1.957,1243,459.08,705,217,14.33,4.48335,7.2,1.73,328.93,151.546,293.13,9.8,67.725,33.604075,67,0.205,1.08
Pb3Br2Se2O6,4,"[['Pb', '3'], ['Br', '2'], ['Se', '2'], ['O', '6']]",159,33.23076923,82,8,382.0634,79.64033846,207.2,15.9994,399,88,154,48,452,101.0769231,146,66,5.05,1.299230769,1.96,0.5,17,3.538461538,6,2,32,7.076923077,12,4,63,12.92307692,26,4,50,10,30,0,23,5.692307692,7,4,4110.2,1091.653846,1313.9,715.5,103.9,21.67692308,50,6,1410.91,279.9930769,600.65,54.36,3404.098,707.1498462,2024,90.188,18.924131,3.784122,11.34,0.001331,2314,648.5384615,947,127,16.19,2.925384615,5.8,0.22,221.12,48.66153846,176.72,3.41,35.66658,8.187652308,35,0.02658,3.73
Ba4Ga2S8,3,"[['Ba', '4'], ['Ga', '2'], ['S', '8']]",103,29.57142857,56,16,239.116,67.52014286,137.327,32.066,476,141.4285714,253,87,442,138.8571429,215,105,2.34,0.685714286,1.35,0.37,11,4.428571429,6,2,26,8,12,6,47,14.42857143,24,10,30,7.142857143,20,0,11,4.428571429,6,2,2081.28,797.56,999.58,502.9,335.6,93.77142857,262,19.6,1689.59,550.4242857,998.3,302.93,5093.024,1338.385143,2253,717.824,11.45,2.987285714,5.903,1.957,1281,514.4285714,705,205,15.34,4.075714286,8,1.73,405.8,82.17142857,256,9.8,47.205,9.402857143,29,0.205,2.55
CuGa0.4In1.6S3.5,4,"[['Cu', 1], ['Ga', '0.4'], ['In', '1.6'], ['S', '3.5']]",125,27.04615385,49,16,280.153,59.59615385,114.818,32.066,524,115.9230769,156,87,501,119.3076923,142,105,2.52,0.546615385,0.8,0.37,14,4.461538462,6,2,31,7.261538462,10,6,54,12.70769231,19,10,40,7.076923077,20,0,13,4.307692308,6,1,2882.08,825.9584615,999.58,558.3,191.6,38.03076923,65,19.6,2478.77,542.4276923,1357.7,302.93,8168.824,1541.136,2855,717.824,24.06,4.581338462,8.92,1.957,1693,518.8769231,705,233,23.63,4.084769231,13.02,1.73,790.67,122.5372308,300,9.8,511.205,83.61807692,400,0.205,1.55
V2O5,2,"[['V', '2'], ['O', '5']]",31,12.28571429,23,8,66.9409,25.98285714,50.9415,15.9994,219,83.14285714,171,48,219,90.85714286,153,66,1.99,1.168571429,1.4,0.59,7,2.857142857,5,2,12,5.142857143,8,4,16,6.285714286,12,4,3,0.857142857,3,0,8,4.857142857,6,2,1963.9,1124.214286,1313.9,650,90,28.28571429,84,6,2244.36,664.5428571,2190,54.36,3772.188,1116.42,3682,90.188,6.101331,1.743807857,6.1,0.001331,1408,796.1428571,919,489,23.02,6.671428571,22.8,0.22,456.41,131.8642857,453,3.41,31.02658,8.876128571,31,0.02658,2.34
K3Nb2AsSe11,4,"[['K', '3'], ['Nb', '2'], ['As', 1], ['Se', '11']]",127,32.11764706,41,19,285.88627,73.32877941,92.90638,39.0983,658,139.5294118,243,103,606,139.7647059,203,119,3.15,0.682352941,1.38,0.5,17,4.941176471,6,1,32,7.941176471,9,7,61,15.47058824,18,12,34,8.705882353,14,0,13,4.470588235,6,1,2970.7,816.5470588,947,418.8,450,82,289,26,3576.9,700.0411765,2750,0,8017.7,1459.476471,5136,885,19.64,4.397058824,8.57,0.87,1671,391.7647059,757,265,62.22,8.683529412,27.72,2.3,825.35,113.4794118,690,26,204.52,27.27764706,100,0.52,1.53
Cu0.3Ga1.7S2.7,3,"[['Cu', '0.3'], ['Ga', '1.7'], ['S', '2.7']]",76,22.25531915,31,16,165.335,47.69597872,69.723,32.066,368,108.4255319,145,87,359,112.8723404,132,105,1.72,0.483404255,0.73,0.37,11,4.659574468,6,2,21,6.787234043,8,6,35,11.21276596,13,10,20,4.255319149,10,0,10,4.595744681,6,1,2323.78,831.1587234,999.58,578.8,126.6,34.17446809,54,19.6,2048.99,419.3325532,1357.7,302.93,5825.824,1409.515915,2855,717.824,16.78,3.828723404,8.92,1.957,1460,563.7021277,705,371,20.36,3.854042553,13.02,1.73,565.8,117.3744681,300,9.8,429.205,36.13904255,400,0.205,2.55
